episode,step,position.0,position.1,position.2,engagement,action.0,action.1,action.2,action.3,success,stage.approach,stage.engage,stage.release,stage.transport
ep_0000,27,-0.109850004,-0.0088429898,0.105396003,1,-0.0146402791,0.0199269541,0.0132739991,1,1,1,1,0,0
ep_0000,28,-0.107192472,0.00690534897,0.117738664,1,0.00265753269,0.0157483388,0.0123426616,1,1,1,1,0,0
ep_0000,29,-0.116201736,0.0316988714,0.123185419,1,-0.00900926441,0.0247935224,0.0054467544,1,1,1,1,0,0
ep_0000,30,-0.120045312,0.0521309488,0.135704309,1,-0.00384357572,0.0204320773,0.0125188902,1,1,1,1,0,0
ep_0000,31,-0.130423427,0.0730087906,0.145084381,1,-0.0103781149,0.0208778419,0.00938007236,1,1,1,1,0,0
ep_0000,32,-0.135054976,0.101261064,0.157255962,1,-0.00463154912,0.0282522738,0.0121715814,1,1,1,1,0,0
ep_0000,33,-0.12964344,0.114645727,0.159647644,1,0.0054115355,0.0133846626,0.00239168108,1,1,1,1,0,1
ep_0000,34,-0.140732422,0.138018563,0.177520394,1,-0.0110889822,0.0233728364,0.0178727508,1,1,1,1,0,1
ep_0000,35,-0.138269633,0.136085764,0.153145969,1,0.00246278942,-0.00193279982,-0.0243744254,1,1,1,1,0,1
ep_0000,36,-0.1390118,0.136296406,0.127818406,1,-0.000742167234,0.000210642815,-0.0253275633,1,1,1,1,0,1
ep_0000,37,-0.136427864,0.139512941,0.112681158,1,0.00258393586,0.00321653485,-0.0151372477,1,1,1,1,0,1
ep_0000,38,-0.14261654,0.144381374,0.0821853131,1,-0.00618867576,0.00486843288,-0.0304958448,1,1,1,1,0,1
ep_0000,39,-0.139177591,0.141888678,0.0705189779,1,0.00343894958,-0.00249269605,-0.0116663352,1,1,1,1,0,1
ep_0000,40,-0.141699463,0.142570987,0.0455967151,1,-0.00252187252,0.00068230927,-0.0249222629,1,1,1,1,0,1
ep_0000,41,-0.14554511,0.139412642,0.019587405,0,-0.00384564698,-0.00315834582,-0.02600931,0,1,1,1,1,1
ep_0001,0,-0.0119715603,0.0595422313,0.244637057,0,0,0,0,0,1,0,0,0,0
ep_0001,1,-0.0249266624,0.0501829907,0.234825745,0,-0.0129551021,-0.00935924053,-0.00981131196,0,1,0,0,0,0
ep_0001,2,-0.031517826,0.0556441098,0.237567872,0,-0.00659116358,0.00546111912,0.00274212658,0,1,0,0,0,0
ep_0001,3,-0.0375921763,0.0561913066,0.229943797,0,-0.00607435033,0.000547196716,-0.00762407482,0,1,0,0,0,0
ep_0001,4,-0.0437576771,0.0581698269,0.219992384,0,-0.00616550073,0.0019785203,-0.00995141268,0,1,0,0,0,0
ep_0001,5,-0.0585572124,0.0526780933,0.215781704,0,-0.0147995353,-0.00549173355,-0.00421068072,0,1,0,0,0,0
ep_0001,6,-0.0558553599,0.0532554649,0.20720239,0,0.00270185247,0.000577371567,-0.00857931376,0,1,0,0,0,0
ep_0001,7,-0.0734230429,0.047993429,0.192187339,0,-0.017567683,-0.00526203588,-0.0150150508,0,1,0,0,0,0
ep_0001,8,-0.0802403316,0.0449466668,0.187217265,0,-0.0068172887,-0.0030467622,-0.0049700737,0,1,0,0,0,0
ep_0001,9,-0.0851440877,0.0512946956,0.174313769,0,-0.00490375608,0.00634802878,-0.0129034966,0,1,0,0,0,0
ep_0001,10,-0.0905770957,0.0492516495,0.175221026,0,-0.00543300807,-0.00204304606,0.000907257199,0,1,0,0,0,0
ep_0001,11,-0.0995060652,0.0413872525,0.169771746,0,-0.0089289695,-0.00786439702,-0.00544928014,0,1,1,0,0,0
ep_0001,12,-0.109638833,0.0476862341,0.159221768,0,-0.0101327673,0.00629898161,-0.0105499774,0,1,1,0,0,0
ep_0001,13,-0.110430501,0.047130242,0.140466481,0,-0.000791668892,-0.000555992126,-0.0187552869,0,1,1,0,0,0
ep_0001,14,-0.103082053,0.0410748981,0.122068621,0,0.00734844804,-0.0060553439,-0.0183978602,0,1,1,0,0,0
ep_0001,15,-0.105184622,0.0442094095,0.101342529,0,-0.00210256875,0.00313451141,-0.0207260922,0,1,1,0,0,0
ep_0001,16,-0.108998403,0.0419338755,0.0826902613,0,-0.00381378084,-0.00227553397,-0.0186522678,0,1,1,0,0,0
ep_0001,17,-0.106333055,0.0460979193,0.0705660805,0,0.00266534835,0.00416404381,-0.0121241808,0,1,1,0,0,0
ep_0001,18,-0.112771153,0.0471278355,0.0471029878,0,-0.00643809885,0.00102991611,-0.0234630927,0,1,1,0,0,0
ep_0001,19,-0.108803704,0.0470857099,0.0299641099,1,0.00396744907,-4.21255827e-05,-0.0171388779,1,1,1,1,0,0
ep_0001,20,-0.110423476,0.0412015282,0.00596114434,1,-0.00161977112,-0.00588418171,-0.0240029655,1,1,1,1,0,0
ep_0001,21,-0.0914273188,0.038679339,0.0205299072,1,0.0189961568,-0.00252218917,0.0145687629,1,1,1,1,0,0
ep_0001,22,-0.0693204626,0.0337374173,0.0326247476,1,0.0221068561,-0.00494192168,0.0120948404,1,1,1,1,0,0
ep_0001,23,-0.0459336005,0.0301109664,0.0537809767,1,0.0233868621,-0.0036264509,0.0211562291,1,1,1,1,0,0
ep_0001,24,-0.0234010424,0.0203225911,0.0566652976,1,0.0225325581,-0.00978837535,0.00288432091,1,1,1,1,0,0
ep_0001,25,-0.00628966605,0.00885758642,0.0610134639,1,0.0171113759,-0.0114650046,0.00434816629,1,1,1,1,0,0
ep_0001,26,0.0208528452,-0.00299524772,0.0800946653,1,0.0271425117,-0.0118528344,0.0190812014,1,1,1,1,0,0
ep_0001,27,0.039676372,-0.00364634208,0.0915384889,1,0.0188235268,-0.000651094364,0.0114438236,1,1,1,1,0,0
ep_0001,28,0.0673317462,-0.0143375993,0.108467758,1,0.0276553743,-0.0106912572,0.0169292688,1,1,1,1,0,0
ep_0001,29,0.0813697428,-0.0198051296,0.109447941,1,0.0140379965,-0.00546753034,0.000980183482,1,1,1,1,0,0
ep_0001,30,0.102261648,-0.0282895565,0.124995112,1,0.0208919048,-0.00848442689,0.0155471712,1,1,1,1,0,0
ep_0001,31,0.132940143,-0.0335871056,0.139602408,1,0.0306784958,-0.00529754907,0.0146072954,1,1,1,1,0,0
ep_0001,32,0.145238057,-0.0385492258,0.141562805,1,0.0122979134,-0.00496212021,0.00196039677,1,1,1,1,0,0
ep_0001,33,0.169186354,-0.0466224886,0.148901343,1,0.0239482969,-0.00807326287,0.00733853877,1,1,1,1,0,1
ep_0001,34,0.191776022,-0.0577247813,0.16531752,1,0.0225896686,-0.0111022927,0.0164161772,1,1,1,1,0,1
ep_0001,35,0.19580093,-0.05369699,0.140696153,1,0.00402490795,0.00402779132,-0.0246213675,1,1,1,1,0,1
ep_0001,36,0.197068438,-0.0554909408,0.124874048,1,0.00126750767,-0.0017939508,-0.0158221051,1,1,1,1,0,1
ep_0001,37,0.190254018,-0.0516548976,0.0998985544,1,-0.00681442022,0.00383604318,-0.0249754936,1,1,1,1,0,1
ep_0001,38,0.189076528,-0.0529932491,0.0837520212,1,-0.00117748976,-0.00133835152,-0.0161465332,1,1,1,1,0,1
ep_0001,39,0.191661626,-0.0514341928,0.0631937757,1,0.00258509815,0.00155905634,-0.0205582455,1,1,1,1,0,1
ep_0001,40,0.194689855,-0.0563423149,0.0400742702,1,0.00302822888,-0.00490812212,-0.0231195055,1,1,1,1,0,1
ep_0001,41,0.189224839,-0.0560603589,0.01557058,0,-0.00546501577,0.000281956047,-0.0245036893,0,1,1,1,1,1
ep_0002,0,-0.160535887,-0.279930621,0.290190339,0,0,0,0,0,1,0,0,0,0
ep_0002,1,-0.142118126,-0.238865718,0.274946839,0,0.0184177607,0.0410649031,-0.0152435005,0,1,0,0,0,0
ep_0002,2,-0.119915321,-0.215848044,0.262603849,0,0.0222028047,0.0230176747,-0.0123429894,0,1,0,0,0,0
ep_0002,3,-0.0988076776,-0.178987041,0.256882727,0,0.0211076438,0.0368610024,-0.00572112203,0,1,0,0,0,0
ep_0002,4,-0.0783430263,-0.152049348,0.246469378,0,0.0204646513,0.0269376934,-0.0104133487,0,1,0,0,0,0
ep_0002,5,-0.0637582839,-0.119460918,0.234643012,0,0.0145847425,0.0325884297,-0.0118263662,0,1,0,0,0,0
ep_0002,6,-0.0358859152,-0.0938696414,0.237386689,0,0.0278723687,0.0255912766,0.0027436763,0,1,0,0,0,0
ep_0002,7,-0.0162262209,-0.0651007891,0.218359336,0,0.0196596943,0.0287688524,-0.0190273523,0,1,0,0,0,0
ep_0002,8,-0.00212658569,-0.0280580018,0.203628033,0,0.0140996352,0.0370427892,-0.0147313029,0,1,0,0,0,0
ep_0002,9,0.0183577668,-0.00247285515,0.206287786,0,0.0204843525,0.0255851466,0.00265975296,0,1,0,0,0,0
ep_0002,10,0.0511152633,0.0327334516,0.191479474,0,0.0327574983,0.0352063067,-0.0148083121,0,1,0,0,0,0
ep_0002,11,0.0631941929,0.0555496812,0.187094674,0,0.0120789297,0.0228162296,-0.00438480079,0,1,1,0,0,0
ep_0002,12,0.0874492526,0.0932954624,0.16156365,0,0.0242550597,0.0377457812,-0.0255310237,0,1,1,0,0,0
ep_0002,13,0.0889912546,0.0799481124,0.155886829,0,0.00154200196,-0.0133473501,-0.00567682087,0,1,1,0,0,0
ep_0002,14,0.0881084949,0.088038303,0.130466133,0,-0.00088275969,0.00809019059,-0.0254206955,0,1,1,0,0,0
ep_0002,15,0.0796065256,0.0788595378,0.115785457,0,-0.00850196928,-0.00917876512,-0.0146806762,0,1,1,0,0,0
ep_0002,16,0.0797131881,0.0899644643,0.104934089,0,0.000106662512,0.0111049265,-0.0108513683,0,1,1,0,0,0
ep_0002,17,0.0813111514,0.0930482,0.0806652308,0,0.00159796327,0.0030837357,-0.0242688581,0,1,1,0,0,0
ep_0002,18,0.0885553136,0.0875463933,0.065926224,0,0.00724416226,-0.00550180674,-0.0147390068,0,1,1,0,0,0
ep_0002,19,0.0795517638,0.0879292265,0.0455949232,1,-0.00900354981,0.000382833183,-0.0203313008,1,1,1,1,0,0
ep_0002,20,0.0895543993,0.091200538,0.0211740322,1,0.0100026354,0.00327131152,-0.024420891,1,1,1,1,0,0
ep_0002,21,0.0730197132,0.0848848745,0.0336500928,1,-0.0165346861,-0.00631566346,0.0124760605,1,1,1,1,0,0
ep_0002,22,0.0547307655,0.0900332406,0.0448486097,1,-0.0182889476,0.00514836609,0.0111985169,1,1,1,1,0,0
ep_0002,23,0.0472570397,0.0802187994,0.0583262146,1,-0.00747372583,-0.0098144412,0.0134776048,1,1,1,1,0,0
ep_0002,24,0.026914686,0.0684413612,0.0608475246,1,-0.0203423537,-0.0117774382,0.00252131,1,1,1,1,0,0
ep_0002,25,0.0135766976,0.0698399544,0.0830175206,1,-0.0133379884,0.00139859319,0.0221699961,1,1,1,1,0,0
ep_0002,26,0.00795250479,0.0646834821,0.0862079933,1,-0.00562419277,-0.00515647233,0.00319047272,1,1,1,1,0,0
ep_0002,27,-0.0166136641,0.0616369918,0.101207413,1,-0.0245661698,-0.00304649025,0.0149994195,1,1,1,1,0,0
ep_0002,28,-0.0300582051,0.0577084571,0.108252287,1,-0.013444541,-0.00392853469,0.00704487413,1,1,1,1,0,0
ep_0002,29,-0.0440840125,0.0573197976,0.120932497,1,-0.0140258074,-0.000388659537,0.0126802102,1,1,1,1,0,0
ep_0002,30,-0.0597662292,0.0496170558,0.127984524,1,-0.0156822167,-0.00770274177,0.00705202669,1,1,1,1,0,0
ep_0002,31,-0.073833175,0.0419796333,0.150552601,1,-0.0140669458,-0.00763742253,0.0225680768,1,1,1,1,0,0
ep_0002,32,-0.0901722386,0.0462220833,0.154229358,1,-0.0163390636,0.00424245,0.00367675722,1,1,1,1,0,0
ep_0002,33,-0.0999664217,0.0409611799,0.165324062,1,-0.00979418308,-0.00526090339,0.0110947043,1,1,1,1,0,1
ep_0002,34,-0.113593243,0.0375472344,0.179400384,1,-0.0136268213,-0.00341394544,0.0140763223,1,1,1,1,0,1
ep_0002,35,-0.111066379,0.0339077301,0.154752553,1,0.00252686441,-0.00363950431,-0.0246478319,1,1,1,1,0,1
ep_0002,36,-0.117595188,0.0284369104,0.12712796,1,-0.00652880967,-0.00547081977,-0.0276245922,1,1,1,1,0,1
ep_0002,37,-0.108972199,0.0300518461,0.111715138,1,0.00862298906,0.0016149357,-0.0154128224,1,1,1,1,0,1
ep_0002,38,-0.116229966,0.0405112803,0.0938406363,1,-0.00725776702,0.0104594342,-0.0178745016,1,1,1,1,0,1
ep_0002,39,-0.110288315,0.0313135087,0.0734001547,1,0.00594165176,-0.00919777155,-0.0204404816,1,1,1,1,0,1
ep_0002,40,-0.107893541,0.0396054015,0.0480063595,1,0.00239477307,0.00829189271,-0.0253937952,1,1,1,1,0,1
ep_0002,41,-0.114032805,0.0306810718,0.0324723981,0,-0.00613926351,-0.00892432965,-0.0155339614,0,1,1,1,1,1
ep_0003,0,-0.231891558,0.214176044,0.308053493,0,0,0,0,0,1,0,0,0,0
ep_0003,1,-0.225879773,0.212556511,0.293818444,0,0.00601178408,-0.0016195327,-0.0142350495,0,1,0,0,0,0
ep_0003,2,-0.207867593,0.202962339,0.296902478,0,0.0180121809,-0.00959417224,0.00308403373,0,1,0,0,0,0
ep_0003,3,-0.19739534,0.198847577,0.285289228,0,0.010472253,-0.00411476195,-0.0116132498,0,1,0,0,0,0
ep_0003,4,-0.188285366,0.193859041,0.264353991,0,0.00910997391,-0.00498853624,-0.0209352374,0,1,0,0,0,0
ep_0003,5,-0.178400308,0.19002977,0.253972292,0,0.00988505781,-0.0038292706,-0.0103816986,0,1,0,0,0,0
ep_0003,6,-0.16578792,0.183003053,0.251731873,0,0.0126123875,-0.00702671707,-0.00224041939,0,1,0,0,0,0
ep_0003,7,-0.156335086,0.185933471,0.234285146,0,0.00945283473,0.00293041766,-0.0174467266,0,1,0,0,0,0
ep_0003,8,-0.141755462,0.180977598,0.230151698,0,0.0145796239,-0.00495587289,-0.004133448,0,1,0,0,0,0
ep_0003,9,-0.130850792,0.176923141,0.218701571,0,0.0109046698,-0.00405445695,-0.0114501268,0,1,0,0,0,0
ep_0003,10,-0.121477135,0.175570413,0.19871828,0,0.00937365741,-0.00135272741,-0.0199832916,0,1,0,0,0,0
ep_0003,11,-0.115180433,0.17121093,0.197443232,0,0.00629670173,-0.00435948372,-0.00127504766,0,1,1,0,0,0
ep_0003,12,-0.106960267,0.166969359,0.187523633,0,0.00822016597,-0.00424157083,-0.0099195987,0,1,1,0,0,0
ep_0003,13,-0.0996874273,0.169249371,0.172704548,0,0.00727283955,0.00228001177,-0.0148190856,0,1,1,0,0,0
ep_0003,14,-0.100728795,0.169753939,0.154374987,0,-0.00104136765,0.000504568219,-0.0183295608,0,1,1,0,0,0
ep_0003,15,-0.0997970253,0.165711984,0.122869201,0,0.000931769609,-0.00404195487,-0.0315057859,0,1,1,0,0,0
ep_0003,16,-0.103225678,0.164165646,0.106165603,0,-0.00342865288,-0.0015463382,-0.0167035982,0,1,1,0,0,0
ep_0003,17,-0.0998094603,0.155501619,0.0849885866,0,0.00341621786,-0.00866402686,-0.0211770162,0,1,1,0,0,0
ep_0003,18,-0.106232189,0.170280963,0.0755559579,0,-0.0064227283,0.0147793442,-0.00943262875,0,1,1,0,0,0
ep_0003,19,-0.101402558,0.171299383,0.0605359301,1,0.00482963026,0.00101841986,-0.0150200278,1,1,1,1,0,0
ep_0003,20,-0.109917641,0.16713278,0.0349460058,1,-0.0085150823,-0.00416660309,-0.0255899243,1,1,1,1,0,0
ep_0003,21,-0.0889130458,0.143761382,0.0468436256,1,0.0210045949,-0.0233713984,0.0118976198,1,1,1,1,0,0
ep_0003,22,-0.0817276239,0.120541558,0.0592942089,1,0.00718542188,-0.0232198238,0.0124505833,1,1,1,1,0,0
ep_0003,23,-0.0640304983,0.0939917266,0.0663144067,1,0.0176971257,-0.026549831,0.00702019781,1,1,1,1,0,0
ep_0003,24,-0.0530223995,0.0807226971,0.0783634409,1,0.0110080987,-0.0132690296,0.0120490342,1,1,1,1,0,0
ep_0003,25,-0.0394720212,0.0548808239,0.0936887264,1,0.0135503784,-0.0258418731,0.0153252855,1,1,1,1,0,0
ep_0003,26,-0.033443395,0.0265999511,0.110348061,1,0.00602862611,-0.0282808729,0.0166593343,1,1,1,1,0,0
ep_0003,27,-0.0151637001,0.000828600023,0.119409293,1,0.018279694,-0.0257713515,0.00906123221,1,1,1,1,0,0
ep_0003,28,-0.00293214992,-0.0177723747,0.12844938,1,0.0122315502,-0.0186009742,0.00904008746,1,1,1,1,0,0
ep_0003,29,0.010813117,-0.0388335735,0.131801426,1,0.0137452669,-0.0210611988,0.00335204601,1,1,1,1,0,0
ep_0003,30,0.0229468103,-0.0674820691,0.149895757,1,0.0121336933,-0.0286484957,0.018094331,1,1,1,1,0,0
ep_0003,31,0.0346423686,-0.0861088857,0.163658902,1,0.0116955582,-0.0186268166,0.0137631446,1,1,1,1,0,0
ep_0003,32,0.0419170819,-0.105890878,0.176071286,1,0.00727471337,-0.0197819918,0.0124123842,1,1,1,1,0,0
ep_0003,33,0.0612482652,-0.135164186,0.188150123,1,0.0193311833,-0.0292733088,0.0120788366,1,1,1,1,0,1
ep_0003,34,0.0701102912,-0.150316671,0.200623691,1,0.00886202604,-0.0151524842,0.0124735683,1,1,1,1,0,1
ep_0003,35,0.0706764087,-0.153356209,0.171804279,1,0.000566117465,-0.00303953886,-0.028819412,1,1,1,1,0,1
ep_0003,36,0.0685845688,-0.154435813,0.160445929,1,-0.00209183991,-0.00107960403,-0.0113583505,1,1,1,1,0,1
ep_0003,37,0.0713982582,-0.157367721,0.134805098,1,0.00281368941,-0.00293190777,-0.0256408304,1,1,1,1,0,1
ep_0003,38,0.073983185,-0.157976449,0.109806687,1,0.00258492678,-0.000608727336,-0.0249984115,1,1,1,1,0,1
ep_0003,39,0.0691646934,-0.1550906,0.0860351473,1,-0.00481849164,0.00288584828,-0.0237715393,1,1,1,1,0,1
ep_0003,40,0.0740601942,-0.16041021,0.0788498223,1,0.00489550084,-0.00531961024,-0.00718532503,1,1,1,1,0,1
ep_0003,41,0.0706955642,-0.167317629,0.0464746952,0,-0.00336463004,-0.00690741837,-0.0323751271,0,1,1,1,1,1
ep_0004,0,0.0719201267,-0.0724320337,0.373064488,0,0,0,0,0,1,0,0,0,0
ep_0004,1,0.0695972219,-0.0731858164,0.352106094,0,-0.00232290477,-0.00075378269,-0.0209583938,0,1,0,0,0,0
ep_0004,2,0.0688496828,-0.0737157241,0.335194379,0,-0.000747539103,-0.000529907644,-0.0169117153,0,1,0,0,0,0
ep_0004,3,0.074640125,-0.0821258426,0.326901317,0,0.00579044223,-0.00841011852,-0.00829306245,0,1,0,0,0,0
ep_0004,4,0.0854495764,-0.0770496279,0.299788952,0,0.0108094513,0.00507621467,-0.0271123648,0,1,0,0,0,0
ep_0004,5,0.0841199085,-0.0812863111,0.279831231,0,-0.00132966787,-0.00423668325,-0.0199577212,0,1,0,0,0,0
ep_0004,6,0.0896615013,-0.0783957019,0.260255277,0,0.00554159284,0.0028906092,-0.0195759535,0,1,0,0,0,0
ep_0004,7,0.0970660672,-0.0832616091,0.243281364,0,0.00740456581,-0.00486590713,-0.0169739127,0,1,0,0,0,0
ep_0004,8,0.105469093,-0.0889552534,0.225042447,0,0.00840302557,-0.00569364429,-0.018238917,0,1,0,0,0,0
ep_0004,9,0.104724206,-0.0930621549,0.211264446,0,-0.000744886696,-0.00410690159,-0.0137780011,0,1,0,0,0,0
ep_0004,10,0.100199796,-0.0925991461,0.193784997,0,-0.00452440977,0.000463008881,-0.0174794495,0,1,0,0,0,0
ep_0004,11,0.108871207,-0.102557749,0.186165839,0,0.00867141038,-0.00995860249,-0.00761915743,0,1,1,0,0,0
ep_0004,12,0.113099776,-0.101541758,0.159201548,0,0.00422856957,0.00101599097,-0.0269642919,0,1,1,0,0,0
ep_0004,13,0.111291416,-0.101397045,0.142043382,0,-0.00180836022,0.000144712627,-0.0171581656,0,1,1,0,0,0
ep_0004,14,0.104442514,-0.105692014,0.120037444,0,-0.00684890151,-0.00429496914,-0.022005938,0,1,1,0,0,0
ep_0004,15,0.108883739,-0.102099448,0.109513812,0,0.00444122404,0.00359256566,-0.0105236322,0,1,1,0,0,0
ep_0004,16,0.116627596,-0.102084443,0.0866834968,0,0.0077438578,1.50054693e-05,-0.0228303149,0,1,1,0,0,0
ep_0004,17,0.11482396,-0.0933183581,0.069024384,0,-0.00180363655,0.00876608491,-0.0176591128,0,1,1,0,0,0
ep_0004,18,0.112774253,-0.108626448,0.0455865487,0,-0.00204970688,-0.0153080896,-0.0234378353,0,1,1,0,0,0
ep_0004,19,0.113752864,-0.0994073749,0.0291363616,1,0.00097861141,0.00921907276,-0.0164501872,1,1,1,1,0,0
ep_0004,20,0.112751566,-0.0971537232,0.0164444987,1,-0.00100129843,0.00225365162,-0.0126918629,1,1,1,1,0,0
ep_0004,21,0.0870452523,-0.0984603465,0.0262764897,1,-0.0257063136,-0.00130662322,0.00983199105,1,1,1,1,0,0
ep_0004,22,0.0776348859,-0.103672951,0.0319837444,1,-0.00941036642,-0.005212605,0.00570725463,1,1,1,1,0,0
ep_0004,23,0.0567401834,-0.104793429,0.0505934916,1,-0.0208947025,-0.00112047791,0.0186097473,1,1,1,1,0,0
ep_0004,24,0.0394873358,-0.111807466,0.0490496121,1,-0.0172528476,-0.00701403618,-0.00154387951,1,1,1,1,0,0
ep_0004,25,0.0128808208,-0.108256035,0.0646288693,1,-0.026606515,0.003551431,0.0155792572,1,1,1,1,0,0
ep_0004,26,0.00508396933,-0.110997163,0.081301406,1,-0.00779685145,-0.00274112821,0.0166725367,1,1,1,1,0,0
ep_0004,27,-0.0207255222,-0.106035337,0.0895385593,1,-0.0258094911,0.00496182591,0.00823715329,1,1,1,1,0,0
ep_0004,28,-0.0386233628,-0.11949423,0.0994963571,1,-0.0178978406,-0.0134588927,0.00995779783,1,1,1,1,0,0
ep_0004,29,-0.0582128577,-0.113709927,0.113306224,1,-0.0195894949,0.00578430295,0.0138098672,1,1,1,1,0,0
ep_0004,30,-0.0719483867,-0.110732511,0.123413727,1,-0.013735529,0.00297741592,0.0101075023,1,1,1,1,0,0
ep_0004,31,-0.0913055837,-0.120287038,0.138403922,1,-0.019357197,-0.0095545277,0.0149901956,1,1,1,1,0,0
ep_0004,32,-0.11404635,-0.116462275,0.150973275,1,-0.0227407664,0.003824763,0.012569353,1,1,1,1,0,0
ep_0004,33,-0.123293899,-0.118136249,0.155012473,1,-0.00924754888,-0.0016739741,0.00403919816,1,1,1,1,0,1
ep_0004,34,-0.143795952,-0.126371503,0.16812107,1,-0.0205020532,-0.00823525339,0.0131085962,1,1,1,1,0,1
ep_0004,35,-0.143432975,-0.121412173,0.148027271,1,0.000362977386,0.00495932996,-0.0200937986,1,1,1,1,0,1
ep_0004,36,-0.140433669,-0.129268378,0.130239055,1,0.00299930573,-0.00785620511,-0.0177882165,1,1,1,1,0,1
ep_0004,37,-0.145844653,-0.115015596,0.101939477,1,-0.00541098416,0.0142527819,-0.0282995775,1,1,1,1,0,1
ep_0004,38,-0.146428153,-0.116082951,0.081550777,1,-0.00058349967,-0.00106735528,-0.0203887001,1,1,1,1,0,1
ep_0004,39,-0.134059012,-0.117533095,0.0566535443,1,0.012369141,-0.00145014375,-0.0248972327,1,1,1,1,0,1
ep_0004,40,-0.140182555,-0.117500529,0.0500988476,1,-0.00612354279,3.25664878e-05,-0.00655469671,1,1,1,1,0,1
ep_0004,41,-0.147178426,-0.125907004,0.0170228574,0,-0.00699587166,-0.00840647519,-0.0330759883,0,1,1,1,1,1
ep_0005,0,-0.1274876,-0.134568855,0.282214314,0,0,0,0,0,1,0,0,0,0
ep_0005,1,-0.132848844,-0.117714204,0.277275681,0,-0.00536124408,0.0168546513,-0.00493863225,0,1,0,0,0,0
ep_0005,2,-0.136044204,-0.0986934677,0.260006785,0,-0.0031953603,0.0190207362,-0.0172688961,0,1,0,0,0,0
ep_0005,3,-0.13923943,-0.092569001,0.259125769,0,-0.00319522619,0.00612446666,-0.000881016254,0,1,0,0,0,0
